Sample_name	Weight
946354	1.0
910900	1.0
753532	1.0
925339	1.0
753533	1.0
722046	1.0
722066	1.0
909749	1.0
910920	1.0
905941	1.0
910850	1.0
1330985	1.0
946370	1.0
910695	1.0
906793	1.0
1240199	1.0
687600	1.0
908121	1.0
687798	1.0
906805	1.0
1303897	1.0
909701	1.0
1659817	1.0
687997	1.0
713899	1.0
909253	1.0
753600	1.0
910919	1.0
724874	1.0
908474	1.0
1240216	1.0
1331050	1.0
724839	1.0
910936	77.66666666666667
909747	1.0
910706	1.0
930298	1.0
1298215	1.0
1330987	1.0
906823	1.0
998184	1.0
1331045	1.0
1290795	1.0
687812	1.0
907788	1.0
908144	1.0
753576	1.0
1330972	1.0
1330993	1.0
907065	1.0
687800	1.0
1331040	1.0
906875	1.0
1322218	1.0
910853	1.0
908465	1.0
749714	1.0
687816	1.0
907043	1.0
924111	1.0
907298	1.0
906835	1.0
1298538	1.0
1240206	77.66666666666667
753569	1.0
908141	1.0
907271	1.0
907170	1.0
907299	1.0
907062	1.0
724869	1.0
753605	1.0
910781	1.0
1298218	1.0
753623	1.0
906833	1.0
908444	1.0
688013	1.0
909745	1.0
907792	1.0
753531	1.0
753549	1.0
925348	1.0
909707	1.0
909731	1.0
910921	1.0
687452	1.0
906798	1.0
1298365	1.0
905954	1.0
908449	1.0
753595	1.0
925345	1.0
735784	1.0
753541	1.0
924244	1.0
907290	1.0
910899	1.0
1240139	1.0
910779	1.0
910705	1.0
946377	1.0
1240179	1.0
910937	1.0
687821	1.0
910905	1.0
949093	1.0
949175	1.0
1240166	1.0
910926	1.0
909719	1.0
906999	1.0
907172	1.0
910944	1.0
687448	1.0
1660034	1.0
909976	1.0
1290905	1.0
