Sample_name	Weight
906817	1.0
909778	1.0
910937	1.0
908444	1.0
1298136	1.0
906847	1.0
909257	1.0
909706	1.0
910921	1.0
1299062	1.0
910689	1.0
908158	1.0
910698	1.0
1240125	1.0
909249	1.0
1290808	1.0
910951	7.695121951219512
905935	1.0
906812	1.0
722046	1.0
946367	1.0
909779	1.0
1298475	1.0
1298537	1.0
1303897	1.0
909264	1.0
905968	1.0
1240161	7.695121951219512
907056	1.0
1480359	1.0
1299050	1.0
722066	1.0
910784	1.0
1240205	1.0
1298350	1.0
949157	1.0
1240142	1.0
998189	1.0
905950	1.0
1503361	1.0
910930	1.0
724879	1.0
1240173	1.0
908150	1.0
924100	1.0
946353	1.0
687457	1.0
924110	1.0
1659928	1.0
908125	1.0
908476	1.0
909262	7.695121951219512
1240218	1.0
905952	7.695121951219512
906823	1.0
1298351	1.0
1240193	1.0
687592	1.0
1298349	1.0
1290795	1.0
998184	7.695121951219512
905946	1.0
905938	1.0
905979	1.0
1240221	1.0
905977	1.0
1240217	1.0
753541	1.0
1240121	1.0
909747	1.0
910700	1.0
1503368	1.0
753562	1.0
1524418	1.0
910944	7.695121951219512
924151	1.0
910932	1.0
907319	1.0
1331025	1.0
909731	1.0
687807	1.0
1331033	7.695121951219512
924247	7.695121951219512
753576	1.0
908474	1.0
687596	1.0
909761	1.0
909263	1.0
949174	1.0
907069	1.0
907060	1.0
907171	1.0
1290905	7.695121951219512
906843	1.0
683667	1.0
1298526	1.0
907277	7.695121951219512
930298	1.0
684055	1.0
1298141	1.0
906824	1.0
907290	1.0
753582	7.695121951219512
1480360	1.0
753605	1.0
1330933	7.695121951219512
1331038	1.0
724828	1.0
1290806	1.0
724812	1.0
1479988	1.0
753556	1.0
906837	1.0
1298365	1.0
909753	1.0
907287	1.0
905971	1.0
910934	7.695121951219512
753622	1.0
910566	7.695121951219512
907788	1.0
724866	1.0
1322212	7.695121951219512
907278	1.0
1290455	1.0
713880	1.0
910931	1.0
905982	1.0
1240201	1.0
1659817	1.0
687780	1.0
907051	1.0
753534	1.0
688058	1.0
949161	1.0
1240200	1.0
1240127	1.0
1330964	1.0
949164	1.0
906830	1.0
722058	1.0
909721	1.0
910701	1.0
1240181	1.0
910779	1.0
909977	1.0
907172	1.0
1298168	1.0
906821	1.0
925341	1.0
1327774	1.0
908449	1.0
910697	1.0
909736	1.0
1331037	1.0
910548	1.0
753620	1.0
724874	1.0
724870	1.0
687804	1.0
910554	1.0
687452	1.0
907299	1.0
911905	1.0
908446	1.0
907068	1.0
909750	1.0
909726	1.0
925348	1.0
1240189	1.0
1303896	7.695121951219512
946355	1.0
910710	7.695121951219512
907173	1.0
753579	1.0
908451	1.0
1240212	1.0
687514	1.0
910943	1.0
1330987	7.695121951219512
906855	1.0
688031	1.0
753607	1.0
1303912	1.0
909708	1.0
1290814	1.0
1240153	1.0
924238	1.0
905954	1.0
753533	1.0
905960	1.0
1240169	1.0
907064	1.0
909698	1.0
753583	1.0
753589	1.0
1290765	1.0
1298538	1.0
753588	1.0
946357	7.695121951219512
905940	1.0
1299061	1.0
906813	1.0
909712	1.0
1299075	1.0
1298156	1.0
1298160	1.0
1240186	1.0
907295	1.0
907280	7.695121951219512
907298	1.0
1299080	1.0
909699	1.0
909774	1.0
905951	1.0
946382	1.0
1330941	1.0
909737	1.0
910904	1.0
910568	1.0
910911	1.0
924239	1.0
1480358	1.0
687799	1.0
906800	7.695121951219512
905972	1.0
688026	1.0
907047	1.0
906801	1.0
908138	1.0
949178	7.695121951219512
753547	1.0
910926	1.0
908142	7.695121951219512
905958	1.0
1290722	1.0
909756	1.0
907066	1.0
1240197	1.0
906871	1.0
905942	1.0
753554	1.0
905963	1.0
1330993	1.0
907312	7.695121951219512
1240183	1.0
749709	1.0
946368	1.0
722045	1.0
1290724	1.0
909732	1.0
753621	1.0
753574	1.0
905941	1.0
906805	1.0
1330972	1.0
687588	1.0
1298347	1.0
908455	1.0
907794	1.0
909771	1.0
713885	7.695121951219512
1480361	7.695121951219512
687563	1.0
1287381	1.0
910705	7.695121951219512
1240139	7.695121951219512
1240210	1.0
1298356	1.0
1295740	7.695121951219512
753532	1.0
1298359	1.0
910852	1.0
753612	1.0
924105	1.0
905934	1.0
713899	1.0
