Sample_name	Weight
946354	1.0
688087	1.0
1480361	1.0
924100	1.0
724828	1.0
910849	1.0
930297	1.0
1297449	1.0
907068	1.0
1660035	1.0
907279	1.0
910931	1.0
1299052	1.0
908451	1.0
909703	1.0
688018	1.0
905964	1.0
905984	1.0
1240181	1.0
910545	1.0
1330933	1.0
753621	1.0
906820	1.0
906746	1.0
907274	1.0
905947	1.0
909735	1.0
905985	1.0
910934	1.0
1240191	1.0
909719	1.0
1327771	1.0
1240144	1.0
1240199	1.0
687590	1.0
1330947	1.0
1298351	1.0
910569	1.0
907300	1.0
949160	1.0
753620	1.0
1330942	1.0
971774	1.0
753600	1.0
906871	1.0
688013	1.0
946353	1.0
905950	1.0
906846	1.0
909975	1.0
1240162	1.0
1331038	1.0
687802	1.0
1290795	1.0
1298136	1.0
1503361	1.0
905942	1.0
1298347	1.0
910942	1.0
949166	1.0
1290722	1.0
906827	1.0
753569	1.0
687829	1.0
910566	1.0
906832	1.0
684055	1.0
907321	1.0
905990	1.0
1240125	1.0
907791	1.0
909779	1.0
753570	1.0
1298353	1.0
1240138	1.0
910695	1.0
907282	1.0
909761	1.0
1240182	1.0
909248	1.0
905989	1.0
906865	1.0
949163	1.0
906847	1.0
1295741	1.0
905939	1.0
924188	1.0
905934	1.0
1298156	1.0
946370	1.0
1240121	1.0
910692	1.0
906830	1.0
906848	1.0
946367	1.0
1240145	1.0
906828	1.0
910694	1.0
909769	1.0
1240178	1.0
946356	1.0
949179	1.0
1290455	1.0
907314	1.0
1298348	1.0
906999	1.0
684052	1.0
907789	1.0
1240210	1.0
1298537	1.0
924186	1.0
905971	1.0
908141	1.0
907278	1.0
908474	1.0
910861	1.0
1240184	1.0
1330985	1.0
998189	1.0
1240209	1.0
753531	1.0
909250	1.0
909704	1.0
910691	1.0
753539	1.0
753573	1.0
724812	1.0
906826	1.0
909770	1.0
722058	1.0
924250	1.0
998184	1.0
909726	1.0
924107	1.0
1480362	1.0
906800	1.0
908130	1.0
949177	1.0
753565	1.0
1240208	1.0
753534	1.0
909253	1.0
906693	1.0
930298	1.0
905937	1.0
905941	1.0
724873	1.0
908473	1.0
906813	1.0
907277	1.0
949172	1.0
1240172	1.0
907060	1.0
1240183	1.0
1247873	124.33333333333333
907056	1.0
687505	1.0
908460	1.0
908136	1.0
722045	1.0
909712	1.0
905979	1.0
905957	1.0
909777	1.0
907312	1.0
906836	1.0
909725	1.0
1299061	1.0
908440	1.0
688058	1.0
905981	1.0
1240201	1.0
713878	1.0
908459	1.0
909977	1.0
1524415	1.0
911905	1.0
1290906	1.0
1480359	1.0
1330931	1.0
924104	1.0
908443	1.0
1240189	1.0
907796	1.0
910937	1.0
905958	1.0
909264	1.0
906855	1.0
907313	1.0
687787	1.0
907799	1.0
1524419	1.0
908159	1.0
1240167	1.0
908471	1.0
905940	1.0
1524417	1.0
910687	1.0
753535	1.0
1299081	1.0
749717	1.0
1299064	1.0
1298359	1.0
909750	1.0
687777	1.0
1290768	1.0
1330987	1.0
1298218	1.0
753608	124.33333333333333
687563	1.0
905935	1.0
1660034	1.0
1330982	1.0
949094	1.0
1331048	1.0
753546	1.0
909753	1.0
908142	1.0
906808	1.0
753541	1.0
753548	1.0
1298526	1.0
924108	1.0
1327769	1.0
1240222	1.0
924238	1.0
909758	1.0
949167	1.0
910936	1.0
946358	1.0
910941	1.0
1331040	1.0
1298476	1.0
909757	1.0
1327766	1.0
1290812	1.0
908139	1.0
713899	1.0
949093	1.0
753533	1.0
924240	1.0
909732	1.0
1503362	1.0
946359	1.0
907053	1.0
910689	1.0
905944	1.0
908454	1.0
924110	1.0
907046	1.0
908156	1.0
906837	1.0
1524414	1.0
724866	1.0
907790	1.0
753578	1.0
1503371	124.33333333333333
906812	1.0
687592	1.0
909701	1.0
749716	1.0
908125	1.0
906801	1.0
1330983	1.0
753564	1.0
688007	1.0
905951	1.0
1327765	1.0
949158	1.0
906835	1.0
909976	1.0
946355	1.0
908121	1.0
753604	1.0
1290771	1.0
753545	1.0
908463	1.0
930083	1.0
1331039	1.0
907322	1.0
1331025	1.0
749713	1.0
1240168	1.0
909728	1.0
1660036	1.0
910900	1.0
749712	1.0
1480358	1.0
1298168	1.0
905938	1.0
1298134	1.0
753596	1.0
907071	1.0
1240217	1.0
1299050	1.0
687820	1.0
1327768	1.0
753572	1.0
749715	1.0
1240151	1.0
907295	1.0
910926	1.0
1298538	1.0
1331034	1.0
905936	1.0
1509074	1.0
909718	1.0
753585	1.0
924241	1.0
753576	1.0
905972	1.0
1327773	1.0
908150	1.0
906841	1.0
907280	1.0
687821	1.0
907792	1.0
1240153	1.0
906839	1.0
724878	1.0
1240161	124.33333333333333
906842	1.0
946361	1.0
917486	1.0
724855	1.0
925339	1.0
687600	1.0
905946	1.0
687800	1.0
909755	1.0
910921	1.0
908470	1.0
1240131	1.0
909776	1.0
906795	1.0
753586	1.0
910852	1.0
722066	1.0
753583	1.0
910952	1.0
1327774	1.0
905968	1.0
909781	1.0
910549	1.0
910544	1.0
753595	1.0
1240197	1.0
905954	1.0
910948	1.0
753554	1.0
908462	1.0
906792	1.0
1240136	1.0
908476	1.0
1298215	1.0
910850	1.0
908131	1.0
1298539	1.0
1240186	1.0
906863	1.0
910702	1.0
908455	1.0
909905	1.0
924244	1.0
1298362	1.0
907783	1.0
907291	1.0
909698	1.0
908147	1.0
1290810	1.0
949168	1.0
906868	1.0
1659817	1.0
906834	1.0
1240143	1.0
1503369	1.0
909738	1.0
910907	1.0
907281	1.0
949090	1.0
1479988	1.0
909263	1.0
1240218	1.0
1303912	1.0
688014	1.0
753614	1.0
907287	1.0
909256	1.0
909711	1.0
753582	1.0
1298226	1.0
724863	1.0
925338	1.0
909702	1.0
907061	1.0
1240141	1.0
907317	1.0
1297446	1.0
946382	1.0
909713	1.0
1290905	1.0
910910	1.0
724831	1.0
905961	1.0
1240174	1.0
907788	1.0
907171	1.0
735784	1.0
909746	1.0
930082	1.0
908447	1.0
1240170	1.0
906696	1.0
906852	1.0
909771	1.0
1298169	1.0
909262	1.0
908469	1.0
1298531	1.0
910851	1.0
905955	1.0
909773	1.0
1322218	1.0
687448	1.0
1479987	1.0
753540	1.0
1659819	1.0
907299	1.0
1240196	1.0
753563	1.0
1295740	1.0
910925	1.0
1298475	1.0
908457	1.0
910701	1.0
907048	1.0
